"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"BY5ZCAS3","journalArticle","2016","Catchpole, Rosalind EH; Brownlie, EB","Characteristics of youth presenting to a Canadian youth concurrent disorders program: clinical complexity, trauma, adaptive functioning and treatment priorities","Journal of the Canadian Academy of Child and Adolescent Psychiatry","","","","","","2016","2019-06-04 16:25:23","2019-06-04 16:25:23","","106","","2","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q66HEZ3V","journalArticle","2013","Lubbad, Shereen Hamed","The effectiveness of a multimedia based learning program on developing seventh graders' listening comprehension skills and attitudes in Gaza governorate","The Effectiveness of a Multimedia Based Learning Program on Developing Seventh Graders' Listening Comprehension Skills and Attitudes in Gaza Governorate","","","","","","2013","2019-06-04 16:25:23","2019-06-04 16:25:23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PVHKJJGS","journalArticle","2018","Fuchs, Douglas; Hendricks, Emma; Walsh, Meagan E; Fuchs, Lynn S; Gilbert, Jennifer K; Zhang Tracy, Wen; Patton III, Samuel; Davis-Perkins, Nicole; Kim, Wooliya; Elleman, Amy M; others","Evaluating a Multidimensional Reading Comprehension Program and Reconsidering the Lowly Reputation of Tests of Near-Transfer","Learning Disabilities Research & Practice","","","","","","2018","2019-06-04 16:25:23","2019-06-04 16:25:23","","11–23","","1","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R3RIWPUB","book","2012","Palmirani, Monica; Pagallo, Ugo; Casanovas, Pompeu; Sartor, Giovanni","AI Approaches to the Complexity of Legal Systems-Models and Ethical Challenges for Legal Systems, Legal Language and Legal Ontologies, Argumentation and Software Agents: International Workshop AICOL-III, Held as Part of the 25th IVR Congress, Frankfurt am Main, Germany, August 15-16, 2011. Revised Selected Papers","","","","","","","2012","2019-06-04 16:25:23","2019-06-04 16:25:23","","","","","7639","","","","","","","","Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WQX3PMUG","journalArticle","2013","Chawla, Sonal; Kaur, Gagandeep","Comparative Study of the Software Metrics for the complexity and Maintainability of Software Development","International Journal of Advanced Computer Science & Applications","","","","","","2013","2019-06-04 16:25:24","2019-06-04 16:25:24","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RTDGJXEL","conferencePaper","2013","Bartoszuk, Cezary; Dąbrowski, Robert; Stencel, Krzysztof; Timoszuk, Grzegorz","On quick comprehension and assessment of software","Proceedings of the 14th International Conference on Computer Systems and Technologies","","","","","","2013","2019-06-04 16:25:24","2019-06-04 16:25:24","","161–168","","","","","","","","","","","ACM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5E55XZHI","conferencePaper","2012","Tsui, Frank; Duggins, Sheryl; Karam, Orlando","Software protection with increased complexity and obfuscation","Proceedings of the 50th Annual Southeast Regional Conference","","","","","","2012","2019-06-04 16:25:24","2019-06-04 16:25:24","","341–342","","","","","","","","","","","ACM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H7QGJ828","journalArticle","2010","Cleaveland, M Catherine; Epps, Kathryn K; Bradley, Cassie F","Code comprehension and aggressiveness among corporate tax executives: The impact of certification and licensure","Academy of Accounting and Financial Studies Journal","","","","","","2010","2019-06-04 16:25:24","2019-06-04 16:25:24","","103","","4","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NHX57R6M","conferencePaper","2016","Staron, Miroslaw","Software complexity metrics in general and in the context of ISO 26262 software verification requirements","Scandinavian Conference on Systems Safety","","","","","","2016","2019-06-04 16:25:24","2019-06-04 16:25:24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73UDBPVR","conferencePaper","2011","Hung, Jui-Hui; Shyu, Jin-Shun; Chen, Sau-Gee","A New High-Performance and Low-Complexity Turbo-LDPC Code","2011 International Conference on Multimedia and Signal Processing","","","","","","2011","2019-06-04 16:25:24","2019-06-04 16:25:24","","68–72","","","1","","","","","","","","IEEE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASJGTRK4","book","2010","Akhlaq, Usman; Yousaf, Muhammad Usman","Impact of Software Comprehension in Software Maintenance and Evolution","","","","","","","2010","2019-06-04 16:25:24","2019-06-04 16:25:24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65QKJIGD","conferencePaper","2012","Aasbakken, Mia; Jaccheri, Letizia; Chorianopoulos, Konstantinos","Evaluation of user engagement and message comprehension in a pervasive software installation","Proceedings of the Second International Workshop on Games and Software Engineering: Realizing User Engagement with Game Engineering Techniques","","","","","","2012","2019-06-04 16:25:24","2019-06-04 16:25:24","","27–30","","","","","","","","","","","IEEE Press","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GJMFYVN3","conferencePaper","2015","Lessa, Ivan M; de Figueiredo Carneiro, Glauco; Monteiro, Miguel Pessoa; e Abreu, Fernando Brito","Scaffolding MATLAB and Octave Software Comprehension Through Visualization.","SEKE","","","","","","2015","2019-06-04 16:25:24","2019-06-04 16:25:24","","290–293","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBNT5LHY","journalArticle","2011","Jakupović, Alen; Pavlić, Mile","Measuring the Complexity of Business Organization and Business Software Using Analytic Hierarchy Process (AHP)","Computer Technology and Application","","","","","","2011","2019-06-04 16:25:24","2019-06-04 16:25:24","","736–747","","9","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7TNBAB64","journalArticle","2012","Baillot, Patrick; Dal Lago, Ugo","Higher-order interpretations and program complexity (long version)","","","","","","","2012","2019-06-04 16:25:25","2019-06-04 16:25:25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34LEHAVQ","journalArticle","2016","Horsley, Tanya; Moreau, Katherine; Lockyer, Jocelyn; Zeiter, Jeanie; Varpio, Lara; Campbell, Craig","More Than Reducing Complexity: Canadian Specialists' Views of the Royal College's Maintenance of Certification Framework and Program","Journal of Continuing Education in the Health Professions","","","","","","2016","2019-06-04 16:25:25","2019-06-04 16:25:25","","157–163","","3","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HYGTHUT4","journalArticle","2017","Armaly, Ameer; Rodeghero, Paige; McMillan, Collin","A comparison of program comprehension strategies by blind and sighted programmers","IEEE Transactions on Software Engineering","","","","","","2017","2019-06-04 16:25:25","2019-06-04 16:25:25","","712–724","","8","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QPX9KM42","journalArticle","2017","Tiwari, Saurabh; Gupta, Atul","Investigating comprehension and learnability aspects of use cases for software specification problems","Information and Software Technology","","","","","","2017","2019-06-04 16:25:25","2019-06-04 16:25:25","","22–43","","","91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B3ANT8KF","conferencePaper","2016","Cai, Ruizhe; Ren, Ao; Wang, Yanzhi; Soundarajan, Sucheta; Qiu, Qinru; Yuan, Bo; Bogdan, Paul","A low-computation-complexity, energy-efficient, and high-performance linear program solver using memristor crossbars","2016 29th IEEE International System-on-Chip Conference (SOCC)","","","","","","2016","2019-06-04 16:25:25","2019-06-04 16:25:25","","317–322","","","","","","","","","","","IEEE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NNWY2YQN","conferencePaper","2016","Armaly, Ameer","An empirical study of blindness and program comprehension","2016 IEEE/ACM 38th International Conference on Software Engineering Companion (ICSE-C)","","","","","","2016","2019-06-04 16:25:25","2019-06-04 16:25:25","","683–685","","","","","","","","","","","IEEE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
